timestamp,model_name,hidden_sizes,epochs,run_number,final_train_loss,final_valid_loss,final_train_accuracy,final_valid_accuracy
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,1,0.5734725594520569,0.5742696523666382,0.9750000238418579,1.0
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,2,0.5731842517852783,0.5759605765342712,0.9833333492279053,1.0
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,3,0.5734228491783142,0.5908596515655518,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,4,0.5737094283103943,0.5768507719039917,0.9833333492279053,1.0
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,5,0.5734281539916992,0.5821525454521179,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,6,0.5733488202095032,0.5787354707717896,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,7,0.5735655426979065,0.5856518149375916,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,8,0.5734583735466003,0.5720206499099731,0.9833333492279053,1.0
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,9,0.5735495090484619,0.5860434770584106,0.9750000238418579,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,10,0.5731717348098755,0.5774076581001282,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,11,0.5727874636650085,0.5876058340072632,0.9750000238418579,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,12,0.5737078189849854,0.58591228723526,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,13,0.573339581489563,0.5765131711959839,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,14,0.5737015604972839,0.5912560224533081,0.9833333492279053,0.9666666388511658
20251111_161603,ClassicalVariableModel,"[4, 4, 1]",400,15,0.5741521120071411,0.5814133286476135,0.9750000238418579,0.9666666388511658
