timestamp,model_name,hidden_sizes,epochs,run_number,final_train_loss,final_valid_loss,final_train_accuracy,final_valid_accuracy,epochs_to_final_train,epochs_to_final_valid
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,1,0.691152811050415,0.7114823460578918,0.8500000238418579,0.8333333134651184,93,44
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,2,0.6924659013748169,0.71038818359375,0.8583333492279053,0.8666666746139526,108,31
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,3,0.6912944912910461,0.7116212248802185,0.8500000238418579,0.8333333134651184,83,39
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,4,0.6920641660690308,0.7090818881988525,0.8583333492279053,0.8333333134651184,75,31
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,5,0.6918079853057861,0.7097448706626892,0.8500000238418579,0.8333333134651184,76,28
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,6,0.69288569688797,0.7084640264511108,0.8583333492279053,0.8666666746139526,88,35
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,7,0.6917657852172852,0.7105173468589783,0.8583333492279053,0.8333333134651184,126,89
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,8,0.692625880241394,0.7103888988494873,0.8583333492279053,0.8666666746139526,95,30
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,9,0.6917005181312561,0.7127591371536255,0.8583333492279053,0.8333333134651184,89,57
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,10,0.6934731602668762,0.7075903415679932,0.8416666388511658,0.8666666746139526,72,30
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,11,0.6919510364532471,0.7095257639884949,0.8583333492279053,0.8666666746139526,79,43
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,12,0.6918821334838867,0.7102895379066467,0.8583333492279053,0.8333333134651184,70,26
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,13,0.693548858165741,0.7060098052024841,0.8416666388511658,0.8666666746139526,96,50
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,14,0.692807137966156,0.7102389931678772,0.8583333492279053,0.8333333134651184,72,30
20251204_114450,ClassicalModel_NoReLU_NoBias,"[1, 1]",400,15,0.6923692226409912,0.7096430063247681,0.8583333492279053,0.8666666746139526,99,33
