timestamp,model_name,hidden_sizes,epochs,run_number,final_train_loss,final_valid_loss,final_train_accuracy,final_valid_accuracy,epochs_to_final_train,epochs_to_final_valid
20251202_183744,ClassicalModel,[4],400,1,0.5696306228637695,0.5719481110572815,0.9916666746139526,0.9666666388511658,165,195
20251202_183744,ClassicalModel,[4],400,2,0.5739239454269409,0.5963709950447083,0.9750000238418579,0.9666666388511658,113,108
20251202_183744,ClassicalModel,[4],400,3,0.5638660192489624,0.5838207006454468,0.9916666746139526,0.9666666388511658,160,119
20251202_183744,ClassicalModel,[4],400,4,0.566484808921814,0.5831121206283569,0.9916666746139526,0.9666666388511658,150,91
20251202_183744,ClassicalModel,[4],400,5,0.5675047636032104,0.5841212868690491,0.9916666746139526,0.9666666388511658,175,124
20251202_183744,ClassicalModel,[4],400,6,0.5653982758522034,0.5878438353538513,0.9916666746139526,0.9666666388511658,172,158
20251202_183744,ClassicalModel,[4],400,7,0.5727779269218445,0.5810279250144958,0.9833333492279053,0.9666666388511658,130,145
20251202_183744,ClassicalModel,[4],400,8,0.5735638737678528,0.5928913950920105,0.9916666746139526,0.9666666388511658,285,212
20251202_183744,ClassicalModel,[4],400,9,0.5655977129936218,0.6016201376914978,0.9916666746139526,0.9333333373069763,178,141
20251202_183744,ClassicalModel,[4],400,10,0.566384494304657,0.5886338353157043,0.9916666746139526,0.9666666388511658,169,154
20251202_183744,ClassicalModel,[4],400,11,0.5723481774330139,0.6192259192466736,0.9916666746139526,0.9333333373069763,279,212
20251202_183744,ClassicalModel,[4],400,12,0.565277099609375,0.5833397507667542,0.9916666746139526,0.9666666388511658,157,102
20251202_183744,ClassicalModel,[4],400,13,0.5735517740249634,0.575829267501831,0.9750000238418579,1.0,111,136
20251202_183744,ClassicalModel,[4],400,14,0.573439359664917,0.5879730582237244,0.9750000238418579,0.9666666388511658,125,147
20251202_183744,ClassicalModel,[4],400,15,0.5669588446617126,0.580253005027771,0.9916666746139526,0.9666666388511658,170,162
