timestamp,model_name,hidden_sizes,epochs,run_number,final_train_loss,final_valid_loss,final_train_accuracy,final_valid_accuracy
20251111_155848,ClassicalVariableModel,[3],400,1,0.5733880996704102,0.5840536952018738,0.9750000238418579,0.9666666388511658
20251111_155848,ClassicalVariableModel,[3],400,2,0.5738049745559692,0.5707560181617737,0.9750000238418579,1.0
20251111_155848,ClassicalVariableModel,[3],400,3,0.573820948600769,0.5793548226356506,0.9833333492279053,0.9666666388511658
20251111_155848,ClassicalVariableModel,[3],400,4,0.5729167461395264,0.5728766918182373,0.9833333492279053,1.0
20251111_155848,ClassicalVariableModel,[3],400,5,0.5731395483016968,0.5835599899291992,0.9833333492279053,0.9666666388511658
20251111_155848,ClassicalVariableModel,[3],400,6,0.5733106732368469,0.576755166053772,0.9833333492279053,1.0
20251111_155848,ClassicalVariableModel,[3],400,7,0.5735480785369873,0.5781022906303406,0.9750000238418579,1.0
20251111_155848,ClassicalVariableModel,[3],400,8,0.5733396410942078,0.5777988433837891,0.9833333492279053,0.9666666388511658
20251111_155848,ClassicalVariableModel,[3],400,9,0.5728428363800049,0.5722571611404419,0.9750000238418579,1.0
20251111_155848,ClassicalVariableModel,[3],400,10,0.5736290216445923,0.5843811631202698,0.9833333492279053,0.9666666388511658
20251111_155848,ClassicalVariableModel,[3],400,11,0.5730708241462708,0.5712099671363831,0.9833333492279053,1.0
20251111_155848,ClassicalVariableModel,[3],400,12,0.5740553140640259,0.5787478685379028,0.9833333492279053,0.9666666388511658
20251111_155848,ClassicalVariableModel,[3],400,13,0.5735655426979065,0.5741952657699585,0.9833333492279053,1.0
20251111_155848,ClassicalVariableModel,[3],400,14,0.5736890435218811,0.5720462203025818,0.9750000238418579,1.0
20251111_155848,ClassicalVariableModel,[3],400,15,0.5735304951667786,0.5724374651908875,0.9750000238418579,1.0
