timestamp,model_name,hidden_sizes,epochs,run_number,final_train_loss,final_valid_loss,final_train_accuracy,final_valid_accuracy
20251121_150708,ClassicalVariableModel,"[1, 1]",400,1,0.5651878714561462,0.5911256670951843,0.9916666746139526,0.9666666388511658
20251121_150708,ClassicalVariableModel,"[1, 1]",400,2,0.5702784061431885,0.6082322001457214,0.9833333492279053,0.9333333373069763
20251121_150708,ClassicalVariableModel,"[1, 1]",400,3,0.5653749704360962,0.5819042325019836,0.9916666746139526,0.9666666388511658
20251121_150708,ClassicalVariableModel,"[1, 1]",400,4,0.5701033473014832,0.5745452046394348,0.9916666746139526,0.9666666388511658
20251121_150708,ClassicalVariableModel,"[1, 1]",400,5,0.5647754073143005,0.5969371199607849,0.9916666746139526,0.9333333373069763
20251121_150708,ClassicalVariableModel,"[1, 1]",400,6,0.5672915577888489,0.5794463753700256,0.9916666746139526,0.9666666388511658
20251121_150708,ClassicalVariableModel,"[1, 1]",400,7,0.5644429922103882,0.5824573636054993,0.9916666746139526,0.9666666388511658
20251121_150708,ClassicalVariableModel,"[1, 1]",400,8,0.5763483643531799,0.6210407018661499,0.9916666746139526,0.9333333373069763
20251121_150708,ClassicalVariableModel,"[1, 1]",400,9,0.5660930871963501,0.5838633179664612,0.9916666746139526,0.9666666388511658
20251121_150708,ClassicalVariableModel,"[1, 1]",400,10,0.5738641619682312,0.5693530440330505,0.9750000238418579,1.0
20251121_150708,ClassicalVariableModel,"[1, 1]",400,11,0.565629243850708,0.5867658257484436,0.9916666746139526,0.9666666388511658
20251121_150708,ClassicalVariableModel,"[1, 1]",400,12,0.5691098570823669,0.6046729683876038,0.9916666746139526,0.9333333373069763
20251121_150708,ClassicalVariableModel,"[1, 1]",400,13,0.5733707547187805,0.5690006017684937,0.9833333492279053,1.0
20251121_150708,ClassicalVariableModel,"[1, 1]",400,14,0.5645950436592102,0.596330463886261,0.9916666746139526,0.9333333373069763
20251121_150708,ClassicalVariableModel,"[1, 1]",400,15,0.5736016035079956,0.5649385452270508,0.9833333492279053,1.0
