timestamp,model_name,hidden_sizes,epochs,run_number,final_train_loss,final_valid_loss,final_train_accuracy,final_valid_accuracy
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,1,0.6932263970375061,0.709418535232544,0.8500000238418579,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,2,0.6933686137199402,0.7091185450553894,0.8416666388511658,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,3,0.6922701597213745,0.7112267017364502,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,4,0.6930652856826782,0.710317850112915,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,5,0.6932029724121094,0.7093341946601868,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,6,0.6926601529121399,0.7091852426528931,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,7,0.692099392414093,0.71156907081604,0.8583333492279053,0.8333333134651184
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,8,0.6937999725341797,0.7085753679275513,0.8416666388511658,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,9,0.6925170421600342,0.7094709277153015,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,10,0.6928852200508118,0.7081828713417053,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,11,0.6936615109443665,0.7104313969612122,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,12,0.6939716935157776,0.7104008197784424,0.8416666388511658,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,13,0.694949209690094,0.7094570398330688,0.824999988079071,0.8333333134651184
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,14,0.692681610584259,0.7082396149635315,0.8583333492279053,0.8666666746139526
20251111_164155,ClassicalVariableModel_NoBiases,[1],400,15,0.6924275159835815,0.7104883790016174,0.8583333492279053,0.8666666746139526
